item_name,description,station_name,receiving_date,category_name,latitude,longitude
SAFETY JACKET & BATON STICK,SAFETY JACKET & BATON STICK,BRIG. HOSHIAR SINGH,15/02/2024,Clothing,28.6974603,76.9192027
BAG,"WITH STEEL BOTTLE,DIARY,LUNCH BOX,SPECTACLES",BRIG. HOSHIAR SINGH,15/02/2024,Bags,28.6974603,76.9192027
BUS PASS,HARYANA ROADWAYS PASS OF UMESH KUMAR GORAWA,BRIG. HOSHIAR SINGH,15/02/2024,Miscellaneous,28.6974603,76.9192027
CHARGER,LAPTOP CHARGER,DWARKA SECTOR - 21,15/02/2024,Electronics,28.5519218,77.0585605
BOTTLE,STEEL BOTTLE,LAL QUILA,15/02/2024,Household Items,28.657483,77.2366607
PURSE,"WITH METRO CARD ,AADHAR,BANK CARD,CASH OF RISHABH DIWAKAR",MOHAN NAGAR,15/02/2024,Personal Accessories,28.6785372,77.3840026
BAG,"WITH PURSE ,BANK CARD,AADHAR ,CASH ,CLOTHS OF MANJU",JAHANGIRPURI,15/02/2024,Bags,28.7259717,77.162658
BAG,"WITH GENTS SHAWL,RED TIFFIN,BOTTLE ,CAP",MOHAN NAGAR,15/02/2024,Bags,28.6785372,77.3840026
TIFFIN BAG,"TIFFIN BOX, SPOON, WATER BOTTLE",RAJIV CHOWK,15/02/2024,Bags,28.6327786,77.2196985
BAG,BLACK BAG WITH CLOTHS,KASHMERE GATE,15/02/2024,Bags,28.6668141,77.22905486
LUNCH BOX,BLACK LUNCH BOX WITH GLASS BOX,NEHRU ENCLAVE,15/02/2024,Household Items,28.5460584,77.2515057
PURSE,"WITH CASH ,FOREIGN CURRENCY ,ACCESS CARD KEY,NAAZ CARD",DWARKA SECTOR - 10,15/02/2024,Personal Accessories,28.5810577,77.0574996
BAG,"BLACK GREY BAG WITH KEYS ,TOWEL,WOOLEN CAP",AIRPORT (T-3),15/02/2024,Bags,60.3187687,24.9681249
METRO CARD,METRO CARD,RAJIV CHOWK,15/02/2024,Documents,28.6327786,77.2196985
LUNCH BOX,LUNCH BOX,GURU DRONACHARYA,15/02/2024,Household Items,28.48200425,77.10221882
BLACK BAG,"WITH CHARGER,SLIPPER",CHANDNI CHOWK,15/02/2024,Bags,28.6559834,77.2321937
LUNCH BOX,LUNCH BOX RED,SHASTRI PARK,14/02/2024,Household Items,28.6684339,77.2505301
LADIES PURSE,AADHAR CARDS OF SATENDER PRASAD & VANDANA DEVI,RAJA NAHAR SINGH (BALLABHGARH),14/02/2024,Personal Accessories,28.340002,77.3164509
POLY BAG,BABY CLOTHES,NEW DELHI (Yellow & Airport Line),14/02/2024,Bags,28.6436415,77.2217373
CASH,CASH INDIAN CURRENCY,NEW DELHI (Yellow & Airport Line),14/02/2024,Miscellaneous,28.6436415,77.2217373
BOWL,METALLIC BOWL,"ROHINI SECTOR - 18, 19",14/02/2024,Miscellaneous,28.73635755,77.13563584
COAT,LADIES COAT,DWARKA SECTOR - 21,14/02/2024,Clothing,28.5519218,77.0585605
KEY,SCOOTY KEY,RITHALA,14/02/2024,Household Items,28.7208064,77.1071813
BOTTLE,STEEL BOTTLE,RITHALA,14/02/2024,Household Items,28.7208064,77.1071813
POLYBAG,01 PAIR SHOE & CAPS,YASHOBHOOMI DWARKA SECTOR  - 25,14/02/2024,Bags,28.5508323,77.0453073
BLACK BAG,"CHARGER , KEYPAD , TIFFIN BOX",RAJIV CHOWK,14/02/2024,Bags,28.6327786,77.2196985
BANK CARD,BANK CARD OF HIMANI,RAJIV CHOWK,14/02/2024,Documents,28.6327786,77.2196985
EARBUDS,BOAT EARBUDS,ROHINI WEST,14/02/2024,Electronics,28.7149569,77.115385
BAG,"BLACK BAG WITH BELT,CAP,CHARGER,GLOVES ,EMPTY PURSE ,SUNGLASS",JAMA MASJID,14/02/2024,Bags,28.6506822,77.23296096
EARBUD,BLACK EARBUD ONLY,MUNIRKA,14/02/2024,Electronics,28.554886,77.1710841
PURSE,"WITH CASH,PAN,BANK CARDS OF PANKAJ SINGH",DHANSA BUS STAND,14/02/2024,Personal Accessories,28.6119086,76.9785264
ORNAMENT,,RAJIV CHOWK,13/02/2024,Miscellaneous,28.6327786,77.2196985
WATCH,LADY WATCH,ARJAN GARH,13/02/2024,Personal Accessories,28.4807352,77.1257622
MOBILE,MI MOBILE,DILLI HAAT - INA,13/02/2024,Electronics,28.5741591,77.2093306
LADIES PURSE,"ENO , METRO CARD , BINDI & CASH",ASHOK PARK MAIN,13/02/2024,Personal Accessories,28.6716045,77.155291
PAPER BAG,"WITH STEEL TIFFIN ,STEEL JAR",DWARKA SECTOR - 21,13/02/2024,Bags,28.5519218,77.0585605
BLACK BAG,"WITH SUIT PIECE,SAREE,PANT SHIRT PIECE,WOOLEN CAP,PANT ,SHIRT",DWARKA SECTOR - 21,13/02/2024,Bags,28.5519218,77.0585605
PURSE,"DL  ,PAN ,BANK CARD, CASH OF KOMALPREET KAUR",NEW DELHI (Yellow & Airport Line),13/02/2024,Personal Accessories,28.6436415,77.2217373
BAG,"WITH MEDICINE ,EARBUDS",KASHMERE GATE,13/02/2024,Bags,28.6668141,77.22905486
MOBILE,TECHNO MOBILE,DWARKA SECTOR - 9,13/02/2024,Electronics,28.574272,77.0653316
MIXER & JARS,MIXER & JARS,JANAKPURI WEST,13/02/2024,Miscellaneous,28.6295839,77.078085
WATCH,MAXIMA WATCH,SHADIPUR,13/02/2024,Personal Accessories,28.6515829,77.1582587
POLY BAG,CLOTH PIECE WITH BUTTON,YASHOBHOOMI DWARKA SECTOR  - 25,13/02/2024,Bags,28.5508323,77.0453073
PAPER BAG,SHOES & CLOTHES,RAJIV CHOWK,13/02/2024,Bags,28.6327786,77.2196985
POLY BAG,SPAC PNEUMATIC FRL UNIT,NOIDA ELECTRONIC CITY,13/02/2024,Bags,28.6282627,77.3750033
POLY BAG,BABY DIAPERS,NOIDA ELECTRONIC CITY,13/02/2024,Bags,28.6282627,77.3750033
BOX,WITH GAUZE SWAB,UTTAM NAGAR EAST,13/02/2024,Miscellaneous,28.6248465,77.0652861
POLY BAG,WITH GIRL FROCK,UTTAM NAGAR EAST,13/02/2024,Bags,28.6248465,77.0652861
POLY BAG,"WITH SWEATER,EAR COVER",RAJOURI GARDEN,13/02/2024,Bags,28.6490563,77.1227198
CASH,CASH,NEW DELHI (Yellow & Airport Line),12/02/2024,Miscellaneous,28.6436415,77.2217373
GREY BAG,ASUS LAPTOP EARBUD CHARGER,NEW DELHI (Yellow & Airport Line),12/02/2024,Bags,28.6436415,77.2217373
BLACK PURSE,DOCUMENTS OF SHUBHAM KUMAR,SAMAYPUR BADLI,12/02/2024,Personal Accessories,28.7446411,77.1382701
SIDE BAG,"TWO SET KURTA PAJAMA, TOOTHBRUSH, ONE NAIL CUTTER,TWO MOBILE CHARGER, SOCKS, GOGGLE",CHHATARPUR,12/02/2024,Bags,,
POLY BAG,"3 METRO CARD, AND CASH",CENTRAL SECRETARIAT,12/02/2024,Bags,28.6158726,77.2123897
SACK,"WHITE COLOUR SACK HAVING ONE USED KIDS BLANKET, TWO PAIR OF SLEEPER",DWARKA SECTOR - 21,12/02/2024,Miscellaneous,28.5519218,77.0585605
MOBILE,REDMI,KAUSHAMBI,12/02/2024,Electronics,25.5342456,81.44935674
BLUE BAG,"SAMSUNG MOBILE, POWER BANK(MI), OLD CLOTHES,ONE USED EMPTY DOCUMENT PLANNER",KASHMERE GATE,12/02/2024,Bags,28.6668141,77.22905486
WATCH,LADIES WATCH (VANHEUSEN),UTTAM NAGAR EAST,12/02/2024,Personal Accessories,28.6248465,77.0652861
SMART WATCH,BLACK COLOUR,RITHALA,12/02/2024,Personal Accessories,28.7208064,77.1071813
BAG,"BLACK BAG WITH WATCH STRAP,MUFFLER,KEY,PINK WALLET",TIS HAZARI,12/02/2024,Bags,28.6671626,77.2166306
WATCH,FASTRACK WATCH,TRILOKPURI-SANJAY LAKE,12/02/2024,Personal Accessories,28.613453,77.3088549
BAG,"BLACK BAG WITH JACKET,COAT,LOWER,SWEATER,T SHIRT ,MUFFLER",SHIV VIHAR,12/02/2024,Bags,28.6481226,77.05061239
LUNCH BOX,TRIO LUNCH BOX,GURU DRONACHARYA,12/02/2024,Household Items,28.48200425,77.10221882
POLY BAG,"WITH JUTI,SLIPPERS ,",CHANDNI CHOWK,12/02/2024,Bags,28.6559834,77.2321937
PURSE,"WITH CASH MERO CARD ,BANK CARD,AADHAR,VOTER ID OF NAMRATA SAHU",CHANDNI CHOWK,12/02/2024,Personal Accessories,28.6559834,77.2321937
LUNCH BAG,WITH 2 STEEL BOX,BARAKHAMBA ROAD,12/02/2024,Bags,28.62747069,77.22904879
BLACK BAG,"BABY JACKET , LADIES CLOTHES & MAKEUP ITEMS",MOHAN NAGAR,12/02/2024,Bags,28.6785372,77.3840026
PURSE,"WITH PAN,AADHAR,CASH ,DL,RC,METRO CARD ,BANK CARDS OF KRISHAN KUMAR MAHTO",NETAJI SUBHASH PLACE,12/02/2024,Personal Accessories,28.69605175,77.15264041
POLYBAG,POLYTHENE WITH OLD CLOTHES,RITHALA,11/02/2024,Bags,28.7208064,77.1071813
NECK BAND,GREEN COLOR NECKBAND,RITHALA,11/02/2024,Miscellaneous,28.7208064,77.1071813
GREY BAG,"PEN , DATA CABLE , COLLEGE I-CARD , QUESTION PAPERS OF TAIYABA",RITHALA,11/02/2024,Bags,28.7208064,77.1071813
BAG PACK,WITH CLOTHS & BANGLES,SAMAYPUR BADLI,11/02/2024,Bags,28.7446411,77.1382701
MOBILE,SAMSUNG MOBILE,IFFCO CHOWK,11/02/2024,Electronics,28.4723277,77.0724222
PURSE,"WITH BANK CARD ,AADHAR,PAN CARD,DL OF MADHVI SINGH",CHHATARPUR,11/02/2024,Personal Accessories,,
CARD HOLDER,"WITH DL ,BANK CARD OF AAKASH PANWAR",MOHAN NAGAR,11/02/2024,Documents,28.6785372,77.3840026
BAG,"WITH JEANS ,LAPTOP CHARGER,TIFFINS,EARBUDS",DWARKA SECTOR - 21,11/02/2024,Bags,28.5519218,77.0585605
POLY BAG,"WITH DUPATTA ,TOWEL,WIND CHEATER ,BABY JACKET,SLIPPERS",JAMA MASJID,11/02/2024,Bags,28.6506822,77.23296096
LED CLOCK,LED CLOCK,PATEL NAGAR,11/02/2024,Electronics,28.6450127,77.1692817
BLUE BAG,"EARBUD , LUNCH BOX , WATER BOTTLE , CHARGER BANK PASSBOOK OF SHASHI KANT",NEW DELHI (Yellow & Airport Line),11/02/2024,Bags,28.6436415,77.2217373
JACKET,BLACK AND GREEN,AIRPORT (T-3),11/02/2024,Clothing,60.3187687,24.9681249
"BLANKET, BELT",USED,AIRPORT (T-3),11/02/2024,Clothing,60.3187687,24.9681249
"LADIES HAND BAG, SUN GLASSES, KIDS TOYS","BLACK AND WHITE COLOUR LADIES HAND BAG,",LAL QUILA,11/02/2024,Bags,28.657483,77.2366607
"CLOTHES, AND SLIPPER","KAURTI ,PLAZO, LADIES SLIPPER",LAJPAT NAGAR,11/02/2024,Clothing,28.5660924,77.2432851
WAIST BAG,"CHARGER ,EARPHONE",TILAK NAGAR,11/02/2024,Bags,28.6365482,77.0964961
BAG,WITH JACKET,DWARKA SECTOR - 21,10/02/2024,Bags,28.5519218,77.0585605
RED TROLLY BAG,WITH CLOTHS,NOIDA ELECTRONIC CITY,10/02/2024,Bags,28.6282627,77.3750033
SLING BAG,WITH COSMETICS,DELHI CANTT.,10/02/2024,Bags,28.6117094,77.1156635
SMALL BAG,"WITH CHILD CLOTHS ,CAP,SOCKS",NEW DELHI (Yellow & Airport Line),10/02/2024,Bags,28.6436415,77.2217373
EARBUDS,TRUKE EARBUDS,NETAJI SUBHASH PLACE,10/02/2024,Electronics,28.69605175,77.15264041
SHOES,SPORTS SHOE,LAL QUILA,10/02/2024,Clothing,28.657483,77.2366607
POLY BAG,"WITH INNER,LOWER,PANT,BRA,NIGHTY,HAND BAG",SAROJINI NAGAR,10/02/2024,Bags,28.575817,77.1980786
LUNCH BAG,"WITH PLASTIC BOXES ,STEEL SPOON",NOIDA SECTOR-15,10/02/2024,Bags,28.5848835,77.3116118
BROWN PURSE,"WITH SBI CARD,METRO CARD",BOTANICAL GARDEN,10/02/2024,Personal Accessories,55.84484725,37.63824367
EARBUDS,WHITE EARBUDS,UTTAM NAGAR WEST,10/02/2024,Electronics,28.621757,77.0557122
METRO CARD,METRO CARD,RAJIV CHOWK,10/02/2024,Documents,28.6327786,77.2196985
POLY BAG,"WITH TOYS, CASH ,ODONIL,OIL S-3",DHAULA KUAN,10/02/2024,Bags,28.5918719,77.1617158
LADY HAND BAG,HAND BAG WITH KEY,HAUZ KHAS,10/02/2024,Bags,28.54980865,77.20776382
BLACK BAG,MOBILE & OLD CLOTHES,MILLENNIUM CITY CENTRE GURUGRAM,10/02/2024,Bags,28.4593429,77.0726571
SLEEPING BAG,GREEN SLEEPING BAG,LOK KALYAN MARG,09/02/2024,Bags,28.5973513,77.2110967
GREY BAG,WITH CLOTHS,JANAKPURI WEST,09/02/2024,Bags,28.6295839,77.078085
PURSE,"BANK CARD,DL ,METRO CARD OF RAJIV KAPOOR",KASHMERE GATE,09/02/2024,Personal Accessories,28.6668141,77.22905486
EARBUDS,BOAT EARBUDS,DWARKA MOR,09/02/2024,Electronics,28.61931,77.0332792
HAND BAG,EMPTY HAND BAG,TILAK NAGAR,09/02/2024,Bags,28.6365482,77.0964961
BOTTLE,STEEL BOTTLE,TILAK NAGAR,09/02/2024,Household Items,28.6365482,77.0964961
POLY BAG,WITH CARPET,DWARKA MOR,09/02/2024,Bags,28.61931,77.0332792
UMBRELLA,UMBRELLA,GREEN PARK,09/02/2024,Personal Accessories,51.5066192,-0.1429113
EARBUDS,OPPO EARBUDS,DELHI CANTT.,09/02/2024,Electronics,28.6117094,77.1156635
BOTTLE,STEEL BOTTLE,HAIDERPUR BADLI MOR,09/02/2024,Household Items,28.7299398,77.1491044
SHOES,WHITE SHOES,TAGORE GARDEN,09/02/2024,Clothing,28.6437639,77.1128454
POLY BAG,WITH LADIES SLIPPERS,UTTAM NAGAR EAST,09/02/2024,Bags,28.6248465,77.0652861
BLUE BAG,"CLOTHES , CHEQUEBOOK , BOTTLE OF SONU KUMAR",SHASTRI PARK,09/02/2024,Bags,28.6684339,77.2505301
JACKET,GREEN JACKET,RAJIV CHOWK,09/02/2024,Clothing,28.6327786,77.2196985
CPU COVER,CPU OUTER COVER,TUGHLAKABAD STATION,09/02/2024,Miscellaneous,28.5034421,77.2970508
BLUE BAG,"WITH PANT ,SHIRT,INNER",SHIV VIHAR,09/02/2024,Bags,28.6481226,77.05061239
BAG,GREEN BAG WITH CLOTHS,DWARKA SECTOR - 10,08/02/2024,Bags,28.5810577,77.0574996
SPECTACLE,SPECTACLES WITH COVER,GREEN PARK,08/02/2024,Miscellaneous,51.5066192,-0.1429113
HAND BAG,BLACK HANDBAG WITH CASH & COMB,RITHALA,08/02/2024,Bags,28.7208064,77.1071813
BOTTLE,STEEL BOTTLE,NOIDA ELECTRONIC CITY,08/02/2024,Household Items,28.6282627,77.3750033
SUN GLASSES,SUNGLASSES WITH COVER,AIRPORT (T-3),08/02/2024,Personal Accessories,60.3187687,24.9681249
BLACK TROLLEY BAG,"WITH CLOTHS ,PERFUME",AIRPORT (T-3),08/02/2024,Bags,60.3187687,24.9681249
HELMET,BLACK HELMET,CHHATARPUR,08/02/2024,Household Items,,
GREY BAG,"OLD CLOTHES , CHEQUE BOOK OF MOHD. MUNNA",MILLENNIUM CITY CENTRE GURUGRAM,08/02/2024,Bags,28.4593429,77.0726571
TROPHY,TROPHY OF QUALITY COUNCIL OF INDIA,SUPREME COURT,08/02/2024,Miscellaneous,28.6216268,77.23908618
JUTE BAG,"WITH LUNCH BOX,GLASS BOTTLE ,HAND TOWEL",CENTRAL SECRETARIAT,07/02/2024,Bags,28.6158726,77.2123897
LUNCH BOX,LUNCH BOX,RAMAKRISHNA ASHRAM MARG,07/02/2024,Household Items,28.6392436,77.2085787
BAG,BAG WITH CASH,RAMAKRISHNA ASHRAM MARG,07/02/2024,Bags,28.6392436,77.2085787
POLY BAG,"WITH JEANS,TABLE CLOTH,BABY SHOES",JAMA MASJID,07/02/2024,Bags,28.6506822,77.23296096
RED TROLLY BAG,"WITH CLOTHS ,LUNCH BOX,JUTI",NEW DELHI (Yellow & Airport Line),07/02/2024,Bags,28.6436415,77.2217373
BLANKET,BLANKET,NEW DELHI (Yellow & Airport Line),07/02/2024,Clothing,28.6436415,77.2217373
PURSE,"WITH BANK CARD,VOTER ID,PAN CARD ,METRO CARD ,AADHAR OF SUNNY",RAJIV CHOWK,07/02/2024,Personal Accessories,28.6327786,77.2196985
SAREE,SAREE,MAYUR VIHAR -I,07/02/2024,Miscellaneous,28.6036425,77.2909319
BLACK BAG,"WITHASUS LAPTOP,MOBILE CHARGER,COSMETICS,SHOES,PURSE",SIKANDERPUR,07/02/2024,Bags,28.4812716,77.0930017
HELMET,BLACK HELMET,PUNJABI BAGH WEST,07/02/2024,Household Items,28.6727671,77.1391976
BLACK BAG,"WITH SAREE,BANGLES BOX",KASHMERE GATE,07/02/2024,Bags,28.6668141,77.22905486
POLY BAG,HOODIE,DWARKA,07/02/2024,Bags,22.2424747,68.9671448
LUNCH BOX,GREY LUNCH BOX,SAMAYPUR BADLI,07/02/2024,Household Items,28.7446411,77.1382701
OMNI CARD,ONE OMNI CARD,NEW DELHI (Yellow & Airport Line),07/02/2024,Documents,28.6436415,77.2217373
PURSE,"WITH BANK CARD, CSD CARD ,STAR HEALTH CARD OF AKANKSHA GROVER & ANJU GROVER",RAJIV CHOWK,07/02/2024,Personal Accessories,28.6327786,77.2196985
METRO CARD,METRO CARD,RAJIV CHOWK,07/02/2024,Documents,28.6327786,77.2196985
POLY BAG,BLUE POLY BAG WITH HAND PURSES,VISHWAVIDYALAYA,07/02/2024,Bags,26.496489,80.267272
COOKER & GHEE,PRESSURE COOKER & GHEE,JANAKPURI WEST,07/02/2024,Miscellaneous,28.6295839,77.078085
BOTTLE,STEEL BOTTLE,IFFCO CHOWK,06/02/2024,Household Items,28.4723277,77.0724222
BAG,"BLACK BAG WITH PLATIC BOX ,STEEL BOX,PAPER FILE,PENS ,PENCILS",SAMAYPUR BADLI,06/02/2024,Bags,28.7446411,77.1382701
BOTTLE,GLASS BOTTLE,MALVIYA NAGAR,06/02/2024,Household Items,28.5339201,77.2124474
BAG,"BLACK BAG WITH SOAP,CHARGER,CLOTHS",NEW DELHI (Yellow & Airport Line),06/02/2024,Bags,28.6436415,77.2217373
BAG,BROWN BAG WITH OLD CLOTHES,RAJ BAGH,06/02/2024,Bags,28.6770876,77.3468279
SLING BAG,"WITH CHARGER,PASSPORT OF MD. SHAHBAZ",AIRPORT (T-3),06/02/2024,Bags,60.3187687,24.9681249
BOTTLE,WATER BOTTLE,RAJENDRA PLACE,06/02/2024,Household Items,28.6424955,77.1782756
UMBRELLA,WHITE UMBRELLA,SIKANDERPUR,06/02/2024,Personal Accessories,28.4812716,77.0930017
BAG,"WITH WATER HEATER ,CLOTHS CHEQUE BOOK OF PRADEEP SINGH CHAUHAN",SECTOR - 52 NOIDA,06/02/2024,Bags,28.5885198,77.36890648
POLY BAG,"WITH JACKET,HAIR DRYER",SECTOR - 52 NOIDA,06/02/2024,Bags,28.5885198,77.36890648
BOTTLE,STEEL BOTTLE,MILLENNIUM CITY CENTRE GURUGRAM,05/02/2024,Household Items,28.4593429,77.0726571
UMBRELLA,PURPLE UMBRELLA,MILLENNIUM CITY CENTRE GURUGRAM,05/02/2024,Personal Accessories,28.4593429,77.0726571
SHOES,BLACK SHOES,MILLENNIUM CITY CENTRE GURUGRAM,05/02/2024,Clothing,28.4593429,77.0726571
HAND BAG,"WITH PLASTIC BOTTLE,TOWEL,BELT,COSMETICS,ANKLET",NEW DELHI (Yellow & Airport Line),05/02/2024,Bags,28.6436415,77.2217373
PURSE,"WITH METRO CARD,COMB,AADHAR OF SHRISTI PATHAK",YASHOBHOOMI DWARKA SECTOR  - 25,05/02/2024,Personal Accessories,28.5508323,77.0453073
BAG,"WITH BOOKS ,PENCIL BOX",YASHOBHOOMI DWARKA SECTOR  - 25,05/02/2024,Bags,28.5508323,77.0453073
POWER BANK,WHITE POWER BANK,SHIVAJI STADIUM,05/02/2024,Electronics,28.6288963,77.2113218
CARRY BAG,"WITH WHITE JACKET,BLACK CAP",SHIVAJI STADIUM,05/02/2024,Bags,28.6288963,77.2113218
TATTOO MAKING MACHINE KIT,TATTOO MAKING MACHINE KIT,DELHI AEROCITY,05/02/2024,Miscellaneous,28.5487786,77.1207949
BOTTLE,BLACK BOTTLE,DELHI AEROCITY,05/02/2024,Household Items,28.5487786,77.1207949
CARRY BAG,WITH SPORTS SHOES,MAJLIS PARK,05/02/2024,Bags,28.7244312,77.181964
KNEE CAP,KNEE CAP,KASHMERE GATE,05/02/2024,Clothing,28.6668141,77.22905486
BAG,"BLACK BAG WITH STEEL TIFFIN,CHARGER,SMALL POUCH WITH COSMETICS",GREEN PARK,05/02/2024,Bags,51.5066192,-0.1429113
BLACK HAND BAG,"WITH REDMI MOBILE ,MEDICAL CARD ,PLASTIC BOTTLE OF JYOTI",RAJOURI GARDEN,05/02/2024,Bags,28.6490563,77.1227198
BLACK BAG,"WITH CLOTHS ,SLIPPERS ,SHAWL ,BEDSHEET OF AMRESH YADAV",UTTAM NAGAR WEST,05/02/2024,Bags,28.621757,77.0557122
BAG,"WITH TOWELS,SHIRTS,PANT, INNER WEAR",JANAKPURI EAST,05/02/2024,Bags,28.633027,77.086709
BAG,OLD BLANKET & CLOTHES,NEW DELHI (Yellow & Airport Line),04/02/2024,Bags,28.6436415,77.2217373
METRO CARD,METRO CARD,RAJIV CHOWK,04/02/2024,Documents,28.6327786,77.2196985
EMPTY BAG,BLACK BOTTLE,RAJIV CHOWK,04/02/2024,Bags,28.6327786,77.2196985
UMBRELLA,UMBRELLA,NOIDA ELECTRONIC CITY,04/02/2024,Personal Accessories,28.6282627,77.3750033
BLANKET,BLACK BLANKET,SUBHASH NAGAR,04/02/2024,Clothing,28.6404628,77.1052347
MOBILE,LAVA MOBILE,MILLENNIUM CITY CENTRE GURUGRAM,04/02/2024,Electronics,28.4593429,77.0726571
LUNCH BAG & SHAWL,"LUNCH BAG WITH PLASTIC CONTAINERS ,SPOON & GREEN SHAWL",SHAHDARA,04/02/2024,Bags,28.6758661,77.29850777
POLY BAG,"WITH HAND PURSE,SANDLE,RUBBER BAND ,HAND BAG",SAROJINI NAGAR,04/02/2024,Bags,28.575817,77.1980786
POLY BAG,"WITH LOWER ,WOOLEN CAP,SOCKS,UMBRELLA",SAROJINI NAGAR,04/02/2024,Bags,28.575817,77.1980786
POLY BAG,"WITH GLOVES,KURTA PYJAMA,SUNGLASSES",LAL QUILA,04/02/2024,Bags,28.657483,77.2366607
TOYS,CARS AND RUBBER TOY,UDYOG BHAWAN,03/02/2024,Miscellaneous,28.612527,77.2122895
BOTTLE,STEEL BOTTLE,RAJIV CHOWK,03/02/2024,Household Items,28.6327786,77.2196985
LUNCH BAG,"WITH 2 JAR ,STEEL BOTTLE",RITHALA,03/02/2024,Bags,28.7208064,77.1071813
BAG,"WITH CHARGER, DENIM SHIRT,PURSE ,COMB",RITHALA,03/02/2024,Bags,28.7208064,77.1071813
MOBILE,SAMSUNG MOBILE,RITHALA,03/02/2024,Electronics,28.7208064,77.1071813
PURSE,"WITH BANK CARD ,AADHAR OF RASHID",SHASTRI PARK,03/02/2024,Personal Accessories,28.6684339,77.2505301
PURSE,"WITH AADHAR,PAN CARD VOTER ID OF NEERAJ KUMAR SHARMA",MAYUR VIHAR -I,03/02/2024,Personal Accessories,28.6036425,77.2909319
ORNAMENT & CLOTHES,CHAIN & TSHIRT,CHANDNI CHOWK,03/02/2024,Clothing,28.6559834,77.2321937
WRIST WATCH,MAN,UTTAM NAGAR WEST,03/02/2024,Personal Accessories,28.621757,77.0557122
WHITE POLY BAG,"COLGATE, SOAP, ANTISCEPTIC LIQUID, TOOTH BRUSH, WATER BAG",UTTAM NAGAR EAST,03/02/2024,Bags,28.6248465,77.0652861
WHITE POLY BAG,"PHOTE FRAME, T-SHIRT, MUFFLER & CERTIFICATE OF VARDAN ARORA",DHANSA BUS STAND,03/02/2024,Bags,28.6119086,76.9785264
BAG,SHAVING KIT PEN CREAM KNEE CAP ICE BAG,BADARPUR BORDER,03/02/2024,Bags,28.493283,77.30336567
UMBRELLA,RED UMBRELLA,ROHINI EAST,03/02/2024,Personal Accessories,28.7076609,77.1259664
BOOK -ATOMIC HABITS,BOOK -ATOMIC HABITS,AIRPORT (T-3),03/02/2024,Miscellaneous,60.3187687,24.9681249
WATER BOTTLE,BLACK WATER BOTTLE,AIRPORT (T-3),03/02/2024,Household Items,60.3187687,24.9681249
EARBUDS,WHITE EARBUDS WITH CASE,VISHWAVIDYALAYA,03/02/2024,Electronics,26.496489,80.267272
NCMC CARD,PAYTM CARD,DELHI GATE,03/02/2024,Documents,28.6392211,77.2408097
LUNCH BOX,WITH SPOON.4 CONTAINERS,CENTRAL SECRETARIAT,03/02/2024,Household Items,28.6158726,77.2123897
MOBILE,NOKIA MOBILE,CENTRAL SECRETARIAT,03/02/2024,Electronics,28.6158726,77.2123897
BOTTLE,BLACK BOTTLE,CENTRAL SECRETARIAT,03/02/2024,Household Items,28.6158726,77.2123897
BAG,WITH 2 OVERCOAT,RAJIV CHOWK,03/02/2024,Bags,28.6327786,77.2196985
POLY BAG,"WITH T SHIRT,GIRL TOP",JAMA MASJID,03/02/2024,Bags,28.6506822,77.23296096
KEY,CAR KEY,MAYAPURI,03/02/2024,Household Items,28.6371795,77.1297333
BOTTLE,STEEL BOTTLE,IFFCO CHOWK,03/02/2024,Household Items,28.4723277,77.0724222
BAG,"WITH CHARGER ,CLOTHS,PURSE,CASH ,CHAIN BANK CARDS OF SUNITA & MANJU MONDAL",CHANDNI CHOWK,02/02/2024,Bags,28.6559834,77.2321937
JACKET,GREEN JACKET,NEW DELHI (Yellow & Airport Line),02/02/2024,Clothing,28.6436415,77.2217373
LUNCH BAG,"WITH BOTTLE,TIFFIN",MILLENNIUM CITY CENTRE GURUGRAM,02/02/2024,Bags,28.4593429,77.0726571
CARRY BAG,"WHITE RED CARRY BAG WITH OLD CLOTHS ,SLIPPERS",SAMAYPUR BADLI,02/02/2024,Bags,28.7446411,77.1382701
CARRY BAG,WITH WHITE PANT & PLASTIC CONTAINER,SAMAYPUR BADLI,02/02/2024,Bags,28.7446411,77.1382701
PAINT MIXTURE,PAINT MIXTURE,SAMAYPUR BADLI,02/02/2024,Miscellaneous,28.7446411,77.1382701
JUTE BAG,TIFFIN BOX AND CLOTHES,BRIG. HOSHIAR SINGH,02/02/2024,Bags,28.6974603,76.9192027
MOBILE,SAMSUNG,LOK KALYAN MARG,02/02/2024,Electronics,28.5973513,77.2110967
CLOTH,SWEATER & INNER,SAROJINI NAGAR,02/02/2024,Clothing,28.575817,77.1980786
BLACK LADIES HAND BAG,"MOBILE COVER, CHARGER, RING, EARRING, CASH",SAROJINI NAGAR,02/02/2024,Bags,28.575817,77.1980786
RED BAG,"USED CLOTHES, CHARGER",AIRPORT (T-3),02/02/2024,Bags,60.3187687,24.9681249
BLACK BAG,"PERFUME,WALLET WITH CARD OF ANAND B, SUNGLESSES, MOBILE CHARGER",AIRPORT (T-3),02/02/2024,Bags,60.3187687,24.9681249
SLING BAG,"MOBILE CHARGER, SUNGLASSES, WALLET",AIRPORT (T-3),02/02/2024,Bags,60.3187687,24.9681249
BLANKET,USED BLANKET,AIRPORT (T-3),02/02/2024,Clothing,60.3187687,24.9681249
RACK,DVR RACK,SHALIMAR BAGH,02/02/2024,Miscellaneous,34.14970725,74.87322796
